old_path,category,tier,name,target_path,action,md5_8,viewbox_w,group,flags
icons/toolbar/mf4.svg,commands,16,mf4,icons/commands/16/mf4.svg,move,74ec9325,30,commands/mf4,
icons/start/mf4-log.svg,commands,32,mf4-log,icons/commands/32/mf4-log.svg,move,3b7894da,30,commands/mf4-log,
icons/dashboard-buttons/nasa.svg,commands,24,nasa,icons/commands/24/nasa.svg,move,1c8b2bf0,36,commands/nasa,
icons/start/normal-screen.svg,commands,24,normal-screen,icons/commands/24/normal-screen.svg,move,bc00b4e0,30,commands/normal-screen,
icons/toolbar/open-project.svg,commands,16,open-project,icons/commands/16/open-project.svg,move,3b45859f,12,commands/open-project,
icons/dashboard-buttons/orbit.svg,commands,24,orbit,icons/commands/24/orbit.svg,move,57767bd0,24,commands/orbit,
icons/dashboard-buttons/orthogonal_view.svg,commands,24,orthogonal-view,icons/commands/24/orthogonal-view.svg,move,07039ed6,23,commands/orthogonal-view,
icons/dashboard-buttons/pan.svg,commands,16,pan,icons/commands/16/pan.svg,move,2e77ce6c,12,commands/pan,
icons/dashboard-buttons/pause.svg,commands,16,pause,icons/commands/16/pause.svg,move,a7c9ffd6,14,commands/pause,
icons/start/pause.svg,commands,16,pause,icons/commands/16/pause.svg,drop-dup,a7c9ffd6,14,commands/pause,
icons/taskbar/pause.svg,commands,16,pause,icons/commands/16/pause.svg,drop-dup,a7c9ffd6,14,commands/pause,
icons/dashboard-buttons/pictures-folder.svg,commands,48,pictures-folder,icons/commands/48/pictures-folder.svg,move,d6bebc3f,60,commands/pictures-folder,
icons/dashboard-buttons/poliline.svg,commands,24,poliline,icons/commands/24/poliline.svg,move,c8dee819,23,commands/poliline,
icons/toolbar/project-setup.svg,commands,32,project-setup,icons/commands/32/project-setup.svg,move,d69aae96,24,commands/project-setup,
icons/start/quit.svg,commands,32,quit,icons/commands/32/quit.svg,move,d73c6a3a,40,commands/quit,
icons/start/reset.svg,commands,32,reset,icons/commands/32/reset.svg,move,24d49266,40,commands/reset,
icons/dashboard-buttons/resume.svg,commands,16,resume,icons/commands/16/resume.svg,move,77416585,14,commands/resume,
icons/start/resume.svg,commands,16,resume,icons/commands/16/resume.svg,drop-dup,77416585,14,commands/resume,
icons/taskbar/resume.svg,commands,16,resume,icons/commands/16/resume.svg,drop-dup,77416585,14,commands/resume,
icons/dashboard-buttons/return.svg,commands,16,return,icons/commands/16/return.svg,move,e28f2453,12,commands/return,
icons/dashboard-buttons/save-as.svg,commands,16,save-as,icons/commands/16/save-as.svg,move,fc37c381,30,commands/save-as,
icons/start/sessions.svg,commands,16,sessions,icons/commands/16/sessions.svg,move,b974a68c,16,commands/sessions,
icons/toolbar/sessions.svg,commands,16,sessions,icons/commands/16/sessions.svg,drop-dup,b974a68c,16,commands/sessions,
icons/start/settings.svg,commands,16,settings,icons/commands/16/settings.svg,move,f7c865fc,12.0017,commands/settings,
icons/taskbar/settings.svg,commands,16,settings,icons/commands/16/settings.svg,drop-dup,f7c865fc,12.0017,commands/settings,
icons/toolbar/settings.svg,commands,32,settings,icons/commands/32/settings.svg,move,e7e9e687,30,commands/settings,
icons/dashboard-buttons/sound-folder.svg,commands,32,sound-folder,icons/commands/32/sound-folder.svg,move,07c77c67,30,commands/sound-folder,
icons/dashboard-buttons/sweep.svg,commands,16,sweep,icons/commands/16/sweep.svg,move,83efa82c,16,commands/sweep,
icons/start/tools.svg,commands,32,tools,icons/commands/32/tools.svg,move,250c7a23,40,commands/tools,
icons/dashboard-buttons/top_view.svg,commands,24,top-view,icons/commands/24/top-view.svg,move,8e2046db,22.5,commands/top-view,
icons/dashboard-buttons/trigger.svg,commands,24,trigger,icons/commands/24/trigger.svg,move,1dea67f2,24,commands/trigger,
icons/dashboard-buttons/weather.svg,commands,16,weather,icons/commands/16/weather.svg,move,e3cbb760,12,commands/weather,
icons/start/workspaces.svg,commands,32,workspaces,icons/commands/32/workspaces.svg,move,29f1bae8,30,commands/workspaces,
icons/dashboard-buttons/x.svg,commands,16,x,icons/commands/16/x.svg,move,9bc743db,12,commands/x,
icons/dashboard-buttons/y.svg,commands,16,y,icons/commands/16/y.svg,move,da0c029c,12,commands/y,
icons/dashboard-buttons/zoom-in.svg,commands,24,zoom-in,icons/commands/24/zoom-in.svg,move,574fd343,22.5,commands/zoom-in,
icons/dashboard-buttons/zoom-out.svg,commands,24,zoom-out,icons/commands/24/zoom-out.svg,move,256fdc31,22.5,commands/zoom-out,
icons/console/clear.svg,console,32,clear,icons/console/32/clear.svg,move,b029a461,30,console/clear,
icons/console/collapse-duplicates.svg,console,32,collapse-duplicates,icons/console/32/collapse-duplicates.svg,move,fb6f0a72,30,console/collapse-duplicates,
icons/console/hexadecimal.svg,console,24,hexadecimal,icons/console/24/hexadecimal.svg,move,8fef4e22,12,console/hexadecimal,
icons/console/plain-text.svg,console,24,plain-text,icons/console/24/plain-text.svg,move,a983ea6e,12,console/plain-text,
icons/console/search.svg,console,32,search,icons/console/32/search.svg,move,cad7b385,30,console/search,
icons/console/settings.svg,console,32,settings,icons/console/32/settings.svg,move,570d055c,30,console/settings,
icons/console/utilities.svg,console,32,utilities,icons/console/32/utilities.svg,move,d6c73c4f,30,console/utilities,
icons/database/close.svg,database,32,close,icons/database/32/close.svg,move,79b20e78,60,database/close,
icons/database/delete.svg,database,32,delete,icons/database/32/delete.svg,move,74832af9,60,database/delete,
icons/database/export-pdf.svg,database,32,export-pdf,icons/database/32/export-pdf.svg,move,d85d6cee,30,database/export-pdf,
icons/database/open.svg,database,32,open,icons/database/32/open.svg,move,ce47ae9e,60,database/open,
icons/database/replay.svg,database,32,replay,icons/database/32/replay.svg,move,d1315a42,60,database/replay,
icons/database/restore.svg,database,32,restore,icons/database/32/restore.svg,move,04cfba79,30,database/restore,
icons/database/unlock.svg,database,32,unlock,icons/database/32/unlock.svg,move,75172c55,30,database/unlock,
icons/devices/drivers/audio.svg,devices,16,audio,icons/devices/16/audio.svg,move,7f683853,12,devices/audio,
icons/devices/drivers/bluetooth.svg,devices,16,bluetooth,icons/devices/16/bluetooth.svg,move,29c7b60b,12,devices/bluetooth,
icons/devices/drivers/canbus.svg,devices,16,canbus,icons/devices/16/canbus.svg,move,7505df34,12,devices/canbus,
icons/devices/drivers/hid.svg,devices,16,hid,icons/devices/16/hid.svg,move,dcae07f2,12,devices/hid,
icons/devices/drivers/modbus.svg,devices,16,modbus,icons/devices/16/modbus.svg,move,970c5679,12,devices/modbus,
icons/devices/drivers/mqtt.svg,devices,32,mqtt,icons/devices/32/mqtt.svg,move,af268bbd,60,devices/mqtt,
icons/devices/drivers/network.svg,devices,16,network,icons/devices/16/network.svg,move,dfa977ca,12,devices/network,
icons/devices/drivers/process.svg,devices,16,process,icons/devices/16/process.svg,move,f911e4f2,12,devices/process,
icons/devices/drivers/uart.svg,devices,16,uart,icons/devices/16/uart.svg,move,7cbe7417,10.5,devices/uart,between-tier
icons/devices/drivers/usb.svg,devices,16,usb,icons/devices/16/usb.svg,move,fb27d414,12,devices/usb,
icons/project-editor/model/action.svg,editor,16,action,icons/editor/16/action.svg,move,1f7c5c0c,13.5,editor/action,
icons/project-editor/treeview/action.svg,editor,16,action,icons/editor/16/action.svg,drop-dup,1f7c5c0c,13.5,editor/action,
icons/project-editor/summary/action.svg,editor,32,action,icons/editor/32/action.svg,move,a8b22912,30,editor/action,
icons/project-editor/toolbar/add-action.svg,editor,32,action,icons/editor/32/action.svg,drop-dup,a8b22912,30,editor/action,renamed
icons/project-editor/toolbar/add-bar.svg,editor,16,add-bar,icons/editor/16/add-bar.svg,move,71c96b58,9,editor/add-bar,between-tier
icons/project-editor/actions/add-bar.svg,editor,24,add-bar,icons/editor/24/add-bar.svg,move,75d22f02,18,editor/add-bar,
icons/project-editor/actions/add-compass.svg,editor,24,add-compass,icons/editor/24/add-compass.svg,move,cdab8e45,18,editor/add-compass,
icons/project-editor/actions/add-dataset.svg,editor,24,add-dataset,icons/editor/24/add-dataset.svg,move,8c2857ad,18,editor/add-dataset,
icons/project-editor/actions/add-fft.svg,editor,24,add-fft,icons/editor/24/add-fft.svg,move,4b67e837,18,editor/add-fft,
icons/project-editor/actions/add-folder-small.svg,editor,16,add-folder,icons/editor/16/add-folder.svg,move,d9293841,60,editor/add-folder,
icons/project-editor/actions/add-folder.svg,editor,48,add-folder,icons/editor/48/add-folder.svg,move,45bad95a,60,editor/add-folder,
icons/project-editor/actions/add-gauge.svg,editor,24,add-gauge,icons/editor/24/add-gauge.svg,move,ee1b1d88,60,editor/add-gauge,
icons/toolbar/add-gauge.svg,editor,24,add-gauge,icons/editor/24/add-gauge.svg,drop-dup,ee1b1d88,60,editor/add-gauge,cross-category
icons/project-editor/actions/add-led.svg,editor,24,add-led,icons/editor/24/add-led.svg,move,eaa49a13,18,editor/add-led,
icons/project-editor/actions/add-meter.svg,editor,24,add-meter,icons/editor/24/add-meter.svg,move,3a12c063,18,editor/add-meter,
icons/project-editor/actions/add-output-button.svg,editor,24,add-output-button,icons/editor/24/add-output-button.svg,move,7064add5,60,editor/add-output-button,
icons/project-editor/actions/add-output-knob.svg,editor,24,add-output-knob,icons/editor/24/add-output-knob.svg,move,aa64eb53,60,editor/add-output-knob,
icons/project-editor/actions/add-output-slider.svg,editor,24,add-output-slider,icons/editor/24/add-output-slider.svg,move,b5651a61,60,editor/add-output-slider,
icons/project-editor/actions/add-output-textfield.svg,editor,24,add-output-textfield,icons/editor/24/add-output-textfield.svg,move,ce8c235f,60,editor/add-output-textfield,
icons/project-editor/actions/add-output-toggle.svg,editor,24,add-output-toggle,icons/editor/24/add-output-toggle.svg,move,76b4f6c2,60,editor/add-output-toggle,
icons/project-editor/toolbar/add-painter.svg,editor,16,add-painter,icons/editor/16/add-painter.svg,move,0b67a798,30,editor/add-painter,
icons/project-editor/actions/add-plot.svg,editor,24,add-plot,icons/editor/24/add-plot.svg,move,f946f718,18,editor/add-plot,
icons/project-editor/actions/add-register.svg,editor,24,add-register,icons/editor/24/add-register.svg,move,e316ad44,60,editor/add-register,
icons/project-editor/actions/add-table.svg,editor,24,add-table,icons/editor/24/add-table.svg,move,f23aab8b,60,editor/add-table,
icons/project-editor/actions/add-waterfall.svg,editor,24,add-waterfall,icons/editor/24/add-waterfall.svg,move,eafb0e26,18,editor/add-waterfall,
icons/project-editor/toolbar/ai.svg,editor,48,ai,icons/editor/48/ai.svg,move,c4659bad,60,editor/ai,
icons/toolbar/ai.svg,editor,48,ai,icons/editor/48/ai.svg,drop-dup,c4659bad,60,editor/ai,cross-category
icons/project-editor/model/alarm.svg,editor,16,alarm,icons/editor/16/alarm.svg,move,ced9cad9,12,editor/alarm,
icons/project-editor/actions/alarm-bands.svg,editor,24,alarm-bands,icons/editor/24/alarm-bands.svg,move,3d843112,40,editor/alarm-bands,
icons/project-editor/actions/bar.svg,editor,24,bar,icons/editor/24/bar.svg,move,90910829,18,editor/bar,
icons/project-editor/actions/change-group.svg,editor,24,change-group,icons/editor/24/change-group.svg,move,c876dc3c,18,editor/change-group,
icons/project-editor/actions/clear.svg,editor,32,clear,icons/editor/32/clear.svg,move,24ff7bf2,40,editor/clear,
icons/project-editor/treeview/code.svg,editor,16,code,icons/editor/16/code.svg,move,fe1f4b72,13.5,editor/code,
icons/project-editor/windows/code.svg,editor,16,code,icons/editor/16/code.svg,drop-dup,fe1f4b72,13.5,editor/code,
icons/project-editor/actions/compass.svg,editor,24,compass,icons/editor/24/compass.svg,move,f0b785d2,18,editor/compass,
icons/project-editor/actions/connect.svg,editor,32,connect,icons/commands/32/connect.svg,move,e8acd8a8,24,editor/connect,
icons/toolbar/connect.svg,editor,32,connect,icons/commands/32/connect.svg,drop-dup,e8acd8a8,24,editor/connect,cross-category
icons/project-editor/treeview/control-script.svg,editor,48,control-script,icons/editor/48/control-script.svg,move,e51f69b3,60,editor/control-script,
icons/project-editor/windows/control-script.svg,editor,48,control-script,icons/editor/48/control-script.svg,drop-dup,e51f69b3,60,editor/control-script,
icons/project-editor/actions/customize.svg,editor,24,customize,icons/editor/24/customize.svg,move,b032d26e,60,editor/customize,
icons/project-editor/treeview/dashboard-widgets.svg,editor,48,dashboard-widgets,icons/editor/48/dashboard-widgets.svg,move,5c2e6160,60,editor/dashboard-widgets,
icons/project-editor/model/data-conversion.svg,editor,16,data-conversion,icons/editor/16/data-conversion.svg,move,accaefa2,12,editor/data-conversion,
icons/project-editor/model/dataset.svg,editor,16,dataset,icons/editor/16/dataset.svg,move,69306785,13.5,editor/dataset,
icons/project-editor/treeview/dataset.svg,editor,16,dataset,icons/editor/16/dataset.svg,drop-dup,69306785,13.5,editor/dataset,
icons/project-editor/windows/dataset.svg,editor,16,dataset,icons/editor/16/dataset.svg,drop-dup,69306785,13.5,editor/dataset,
icons/project-editor/summary/dataset.svg,editor,32,dataset,icons/editor/32/dataset.svg,move,6e5f505f,30,editor/dataset,
icons/project-editor/toolbar/add-dataset.svg,editor,32,dataset,icons/editor/32/dataset.svg,drop-dup,6e5f505f,30,editor/dataset,renamed
icons/project-editor/summary/dataset-values.svg,editor,16,dataset-values,icons/editor/16/dataset-values.svg,move,a9b6d0fe,12,editor/dataset-values,
icons/project-editor/treeview/dataset-values.svg,editor,24,dataset-values,icons/editor/24/dataset-values.svg,move,4cb8ea1b,12,editor/dataset-values,
icons/project-editor/actions/delete-small.svg,editor,16,delete,icons/editor/16/delete.svg,move,f2d8f8ac,60,editor/delete,
icons/project-editor/actions/delete.svg,editor,24,delete,icons/editor/24/delete.svg,move,74e648e7,18,editor/delete,
icons/project-editor/actions/delete-register.svg,editor,24,delete-register,icons/editor/24/delete-register.svg,move,48db69c1,60,editor/delete-register,
icons/project-editor/actions/delete-table.svg,editor,24,delete-table,icons/editor/24/delete-table.svg,move,a6fbe01e,60,editor/delete-table,
icons/project-editor/summary/device.svg,editor,16,device,icons/editor/16/device.svg,move,0512a21d,12,editor/device,
icons/project-editor/toolbar/add-device.svg,editor,24,device,icons/editor/24/device.svg,drop-dup,9b4ae935,12,editor/device,renamed
icons/project-editor/toolbar/device.svg,editor,24,device,icons/editor/24/device.svg,move,9b4ae935,12,editor/device,
icons/project-editor/actions/disconnect.svg,editor,32,disconnect,icons/commands/32/disconnect.svg,move,07692a75,24,editor/disconnect,
icons/toolbar/disconnect.svg,editor,32,disconnect,icons/commands/32/disconnect.svg,drop-dup,07692a75,24,editor/disconnect,cross-category
icons/project-editor/actions/duplicate-small.svg,editor,16,duplicate,icons/editor/16/duplicate.svg,move,a9169e17,60,editor/duplicate,
icons/project-editor/actions/duplicate.svg,editor,24,duplicate,icons/editor/24/duplicate.svg,move,1d286b3e,18,editor/duplicate,
icons/project-editor/actions/edit-code.svg,editor,16,edit-code,icons/editor/16/edit-code.svg,move,60f6e4c1,30,editor/edit-code,
icons/project-editor/treeview/encoding.svg,editor,16,encoding,icons/editor/16/encoding.svg,move,a8fd665c,18,editor/encoding,
icons/database/export-csv.svg,editor,24,export-table,icons/editor/24/export-table.svg,drop-dup,e7371432,60,editor/export-table,cross-category;renamed
icons/project-editor/actions/export-table.svg,editor,24,export-table,icons/editor/24/export-table.svg,move,e7371432,60,editor/export-table,
icons/project-editor/actions/fft.svg,editor,24,fft,icons/editor/24/fft.svg,move,f77735ab,18,editor/fft,
icons/project-editor/model/frame-detection.svg,editor,16,frame-detection,icons/editor/16/frame-detection.svg,move,b24efafe,12,editor/frame-detection,
icons/project-editor/treeview/frame-end.svg,editor,16,frame-end,icons/editor/16/frame-end.svg,move,71c4f75b,13.5,editor/frame-end,
icons/project-editor/treeview/frame-start.svg,editor,16,frame-start,icons/editor/16/frame-start.svg,move,32087239,13.5,editor/frame-start,
icons/project-editor/windows/group.svg,editor,16,group,icons/editor/16/group.svg,move,9fbe7adf,13.5,editor/group,
icons/project-editor/summary/group.svg,editor,32,group,icons/editor/32/group.svg,move,34db0734,30,editor/group,
icons/project-editor/toolbar/add-group.svg,editor,32,group,icons/editor/32/group.svg,drop-dup,34db0734,30,editor/group,renamed
icons/project-editor/toolbar/help.svg,editor,24,help,icons/editor/24/help.svg,move,b026fabc,22.5,editor/help,
icons/project-editor/actions/hide.svg,editor,16,hide,icons/editor/16/hide.svg,move,8d123a19,60,editor/hide,
icons/project-editor/actions/import-table.svg,editor,24,import-table,icons/editor/24/import-table.svg,move,4c19885e,60,editor/import-table,
icons/project-editor/treeview/indicator.svg,editor,16,indicator,icons/editor/16/indicator.svg,move,4027e337,13.5,editor/indicator,
icons/project-editor/actions/insert-constant.svg,editor,24,insert-constant,icons/editor/24/insert-constant.svg,move,2ec7c989,60,editor/insert-constant,
icons/project-editor/model/led.svg,editor,16,led,icons/editor/16/led.svg,move,8008f2f3,12,editor/led,
icons/project-editor/actions/led.svg,editor,24,led,icons/editor/24/led.svg,move,e4929e6e,18,editor/led,
icons/project-editor/actions/left.svg,editor,16,left,icons/editor/16/left.svg,move,4fde7230,16,editor/left,
icons/project-editor/actions/load-ca-certs.svg,editor,24,load-ca-certs,icons/editor/24/load-ca-certs.svg,move,17c8406d,40,editor/load-ca-certs,
icons/database/lock.svg,editor,32,lock,icons/editor/32/lock.svg,drop-dup,992f33ef,30,editor/lock,cross-category
icons/project-editor/toolbar/lock.svg,editor,32,lock,icons/editor/32/lock.svg,move,992f33ef,30,editor/lock,
icons/project-editor/actions/meter.svg,editor,24,meter,icons/editor/24/meter.svg,move,1ebdc040,18,editor/meter,
icons/project-editor/actions/move-down.svg,editor,16,move-down,icons/editor/16/move-down.svg,move,222d06ac,30,editor/move-down,
icons/project-editor/actions/move-folder.svg,editor,16,move-folder,icons/editor/16/move-folder.svg,move,fa6d8250,60,editor/move-folder,
icons/project-editor/actions/move-here.svg,editor,16,move-here,icons/editor/16/move-here.svg,move,df7343b3,60,editor/move-here,
icons/project-editor/actions/move-up.svg,editor,16,move-up,icons/editor/16/move-up.svg,move,bdc18092,30,editor/move-up,
icons/project-editor/model/mqtt-broker.svg,editor,16,mqtt-broker,icons/editor/16/mqtt-broker.svg,move,096c4f09,16,editor/mqtt-broker,
icons/project-editor/treeview/mqtt-publisher.svg,editor,48,mqtt-publisher,icons/editor/48/mqtt-publisher.svg,move,3bad55fc,60,editor/mqtt-publisher,
icons/project-editor/model/mqtt-ssl.svg,editor,16,mqtt-ssl,icons/editor/16/mqtt-ssl.svg,move,fd2e2e54,16,editor/mqtt-ssl,
icons/project-editor/toolbar/new.svg,editor,32,new,icons/editor/32/new.svg,move,f8dcc1e1,30,editor/new,
icons/project-editor/toolbar/open.svg,editor,16,open,icons/editor/16/open.svg,move,0edf3052,12,editor/open,
icons/project-editor/open.svg,editor,48,open,icons/editor/48/open.svg,move,076e1c50,48,editor/open,
icons/project-editor/actions/output-button.svg,editor,24,output-button,icons/editor/24/output-button.svg,move,d4413490,60,editor/output-button,
icons/project-editor/toolbar/add-output-button.svg,editor,16,output-button,icons/editor/16/output-button.svg,drop-dup,2703ee02,60,editor/output-button-alt,renamed
icons/project-editor/treeview/output-button.svg,editor,16,output-button,icons/editor/16/output-button.svg,move,2703ee02,60,editor/output-button-alt,
icons/project-editor/actions/output-knob.svg,editor,24,output-knob,icons/editor/24/output-knob.svg,move,b92f098f,60,editor/output-knob,
icons/project-editor/toolbar/add-output-knob.svg,editor,16,output-knob,icons/editor/16/output-knob.svg,drop-dup,c581b0b1,60,editor/output-knob-alt,renamed
icons/project-editor/treeview/output-knob.svg,editor,16,output-knob,icons/editor/16/output-knob.svg,move,c581b0b1,60,editor/output-knob-alt,
icons/project-editor/model/action-behavior.svg,editor,16,output-range,icons/editor/16/output-range.svg,drop-dup,b62a2c02,12,editor/output-range,renamed
icons/project-editor/model/mqtt-publishing.svg,editor,16,output-range,icons/editor/16/output-range.svg,drop-dup,b62a2c02,12,editor/output-range,renamed
icons/project-editor/model/output-range.svg,editor,16,output-range,icons/editor/16/output-range.svg,move,b62a2c02,12,editor/output-range,
icons/project-editor/actions/output-slider.svg,editor,24,output-slider,icons/editor/24/output-slider.svg,move,3586f914,60,editor/output-slider,
icons/project-editor/toolbar/add-output-slider.svg,editor,16,output-slider,icons/editor/16/output-slider.svg,drop-dup,00dc7395,60,editor/output-slider-alt,renamed
icons/project-editor/treeview/output-slider.svg,editor,16,output-slider,icons/editor/16/output-slider.svg,move,00dc7395,60,editor/output-slider-alt,
icons/project-editor/actions/output-textfield.svg,editor,24,output-textfield,icons/editor/24/output-textfield.svg,move,c9e3199a,60,editor/output-textfield,
icons/project-editor/toolbar/add-output-textfield.svg,editor,16,output-textfield,icons/editor/16/output-textfield.svg,drop-dup,4e3fad27,60,editor/output-textfield-alt,renamed
icons/project-editor/treeview/output-textfield.svg,editor,16,output-textfield,icons/editor/16/output-textfield.svg,move,4e3fad27,60,editor/output-textfield-alt,
icons/project-editor/actions/output-toggle.svg,editor,24,output-toggle,icons/editor/24/output-toggle.svg,move,077a61ef,60,editor/output-toggle,
icons/project-editor/toolbar/add-output-toggle.svg,editor,16,output-toggle,icons/editor/16/output-toggle.svg,drop-dup,894cedd6,60,editor/output-toggle-alt,renamed
icons/project-editor/treeview/output-toggle.svg,editor,16,output-toggle,icons/editor/16/output-toggle.svg,move,894cedd6,60,editor/output-toggle-alt,
icons/project-editor/actions/plot.svg,editor,24,plot,icons/editor/24/plot.svg,move,36a174d3,18,editor/plot,
